"","rule","precision","recall"
"4054","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.11666667,0.011451613
"4055","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.11666667,0.011378205
"4056","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4057","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4058","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4059","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4060","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4061","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4062","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4063","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4064","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4065","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4066","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4067","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4068","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4069","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4070","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4071","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4072","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4073","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4074","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4075","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4076","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_3_44}>",0.11666667,0.039835165
"4077","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_3_44}>",0.11666667,0.039835165
"4078","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4079","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4080","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4081","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4082","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4083","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4084","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4085","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4086","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4087","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4088","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4089","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4090","<{saml.status.DS_3_44,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.11666667,0.04038462
"4091","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_3_44}>",0.11666667,0.04038462
"4092","<{saml.status.DS_3_44,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_3_44}>",0.11666667,0.056501835
"4093","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_3_44}>",0.11666667,0.039835165
"4094","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4095","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4096","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4097","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4098","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.11666667,0.02857142
"4099","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_21}>",0.11666667,0.006825076
"4100","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4101","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4102","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4103","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666667,0.005119047
"4104","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_67}>",0.11666667,0.005043988
"4105","<{saml.status.DS_3_44,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_20}>",0.11666667,0.004943182
"4106","<{saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4107","<{saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4108","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4109","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4110","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4111","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4112","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4113","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4114","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4115","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4116","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4117","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_69}>",0.11666666,0.007750626
"4118","<{saml.status.DS_7_8,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4119","<{saml.status.DS_7_8,saml.status.DS_7_63},{saml.status.DS_7_81}>",0.11666666,0.07857142
"4120","<{saml.status.DS_7_8,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4121","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4122","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4123","<{saml.status.DS_7_63},{saml.status.DS_7_81}>",0.11666666,0.07857142
"4124","<{saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4125","<{saml.status.DS_7_21,saml.status.DS_7_63,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.11666666,0.09166667
"4126","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.11524985,0.26891266
"4127","<{saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_81}>",0.115,0.07857142
"4128","<{saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_69}>",0.115,0.01108396
"4129","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_21},{saml.status.DS_3_44}>",0.11428571,0.039835165
"4130","<{saml.status.DS_3_44,saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_3_44}>",0.11428571,0.039835165
"4131","<{saml.status.DS_3_44,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_3_44}>",0.11428571,0.039835165
"4132","<{saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.11424003,0.26891266
"4133","<{saml.status.DS_7_69,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.11389849,0.26891266
"4134","<{saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.113703,0.28467024
"4135","<{saml.status.DS_7_21},{saml.status.DS_7_66}>",0.11290149,0.33486631
"4136","<{saml.status.DS_7_67},{saml.status.DS_7_66}>",0.11048001,0.29376114
"4137","<{saml.status.DS_7_81,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.11,0.009150657
"4138","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.11,0.009150657
"4139","<{saml.status.DS_7_69,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.10928712,0.26891266
"4140","<{saml.status.DS_7_8},{saml.status.DS_7_81}>",0.10833333,0.07857142
"4141","<{saml.status.DS_7_81,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4142","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4143","<{saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4144","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4145","<{saml.status.DS_7_8,saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4146","<{saml.status.DS_7_21,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10833333,0.09166667
"4147","<{saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.1082773,0.26891266
"4148","<{saml.status.DS_7_69,saml.status.DS_7_67},{saml.status.DS_7_66}>",0.10793576,0.26891266
"4149","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.10666667,0.011451613
"4150","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.10666667,0.011378205
"4151","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_67}>",0.10666667,0.011451613
"4152","<{saml.status.DS_3_44,saml.status.DS_7_81,saml.status.DS_7_21},{saml.status.DS_7_20}>",0.10666667,0.011378205
"4153","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_67}>",0.10666667,0.011451613
"4154","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81},{saml.status.DS_7_20}>",0.10666667,0.011378205
"4155","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_67}>",0.10666667,0.011451613
"4156","<{saml.status.DS_3_44,saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_20}>",0.10666667,0.011378205
"4157","<{saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10333333,0.09166667
"4158","<{saml.status.DS_7_8,saml.status.DS_7_81,saml.status.DS_7_63},{saml.status.DS_7_8}>",0.10333333,0.09166667
"4159","<{saml.status.DS_7_69,saml.status.DS_3_46},{saml.status.DS_7_8}>",0.1,0.05
"4160","<{saml.status.DS_7_69,saml.status.DS_3_46},{saml.status.DS_7_81}>",0.1,0.05
"4161","<{saml.status.DS_7_69,saml.status.DS_3_46},{saml.status.DS_7_63}>",0.1,0.05
"4162","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4163","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4164","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4165","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4166","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.1,0.05
"4167","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.1,0.05
"4168","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.1,0.05
"4169","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4170","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4171","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4172","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4173","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.1,0.05
"4174","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_7_81}>",0.1,0.05
"4175","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21},{saml.status.DS_7_63}>",0.1,0.05
"4176","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4177","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4178","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4179","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4180","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.1,0.05
"4181","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.1,0.05
"4182","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.1,0.05
"4183","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4184","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4185","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4186","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4187","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20},{saml.status.DS_7_8}>",0.1,0.05
"4188","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20},{saml.status.DS_7_81}>",0.1,0.05
"4189","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20},{saml.status.DS_7_63}>",0.1,0.05
"4190","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4191","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4192","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4193","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4194","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.1,0.05
"4195","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.1,0.05
"4196","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.1,0.05
"4197","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4198","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4199","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4200","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4201","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_8}>",0.1,0.05
"4202","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_81}>",0.1,0.05
"4203","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21},{saml.status.DS_7_63}>",0.1,0.05
"4204","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4205","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4206","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4207","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4208","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_8}>",0.1,0.05
"4209","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_81}>",0.1,0.05
"4210","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67},{saml.status.DS_7_63}>",0.1,0.05
"4211","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
"4212","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_67}>",0.1,0.001818182
"4213","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_21}>",0.1,0.002325581
"4214","<{saml.status.DS_7_69,saml.status.DS_3_46,saml.status.DS_7_20,saml.status.DS_7_21,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_20}>",0.1,0.001818182
"4215","<{saml.status.DS_3_46,saml.status.DS_7_68},{saml.status.DS_7_81}>",0.1,0.05
"4216","<{saml.status.DS_3_46,saml.status.DS_7_67,saml.status.DS_7_68},{saml.status.DS_7_69}>",0.1,0.001785714
